,Binomial,Order,Family,Mass.g,Mass.Method,Mass.Source,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,AL,Source,HYP.x,LOP.x,Fully.coded,Genus,Species,Synonym,massg,HYP.y,LOP.y,FCT_HOD,FCT_AL,FCT_OL,FCT_SF,FCT_OT,FCT_CM,OO,ETH,LOPT,BUN
111,Cercopithecus_cephus,Primates,Cercopithecidae,3485,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,cephus,NA,3485,1,0,1,0,0,0,0,0,0,0,0,1
112,Cercopithecus_denti,Primates,Cercopithecidae,4050,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",70,10,20,Imputed 000 Species,PHYLACINE 1.2.1,0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,denti,NA,4050,1,0,1,0,0,0,0,0,0,0,0,1
113,Cercopithecus_diana,Primates,Cercopithecidae,4175,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",60,10,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,diana,NA,4175,1,0,1,0,0,0,0,0,0,0,0,1
114,Cercopithecus_dryas,Primates,Cercopithecidae,3075,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,dryas,NA,3075,1,0,1,0,0,0,0,0,0,0,0,1
115,Cercopithecus_erythrogaster,Primates,Cercopithecidae,2500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,erythrogaster,NA,2500,1,0,1,0,0,0,0,0,0,0,0,1
116,Cercopithecus_erythrotis,Primates,Cercopithecidae,3918.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,erythrotis,NA,3918.3,1,0,1,0,0,0,0,0,0,0,0,1
117,Cercopithecus_hamlyni,Primates,Cercopithecidae,6875,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,hamlyni,NA,6875,1,0,1,0,0,0,0,0,0,0,0,1
118,Cercopithecus_lowei,Primates,Cercopithecidae,3950,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",70,10,20,Imputed 000 Species,PHYLACINE 1.2.1,0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,lowei,NA,3950,1,0,1,1,0,0,0,0,0,0,0,0
119,Cercopithecus_mitis,Primates,Cercopithecidae,5000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,mitis,NA,5000,1,0,1,0,0,0,0,0,0,0,0,1
120,Cercopithecus_mona,Primates,Cercopithecidae,4208.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,mona,NA,4208.3,1,0,1,1,1,0,0,0,0,0,0,0
121,Cercopithecus_neglectus,Primates,Cercopithecidae,5480,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,neglectus,NA,5480,1,0,1,0,0,0,0,0,0,0,0,1
122,Cercopithecus_nictitans,Primates,Cercopithecidae,5803.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,nictitans,NA,5803.3,1,0,1,0,0,0,0,0,0,0,0,1
123,Cercopithecus_petaurista,Primates,Cercopithecidae,2775,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,petaurista,NA,2775,1,0,1,0,0,0,0,0,0,0,0,1
124,Cercopithecus_roloway,Primates,Cercopithecidae,4550,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,roloway,NA,4550,1,0,1,1,0,0,0,0,0,0,0,0
125,Cercopithecus_sclateri,Primates,Cercopithecidae,3375,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercopithecus,sclateri,NA,3375,1,0,1,0,0,0,0,0,0,0,0,1
126,Cervus_albirostris,Cetartiodactyla,Cervidae,125000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cervus,albirostris,NA,125000,2,2,1,0,1,0,0,0,0,0,0,0
127,Cervus_canadensis,Cetartiodactyla,Cervidae,131250,Reported,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",100,0,0,Reported Observed Species,"Stewart, K. M., et al. 2003. Niche partitioning among mule deer, elk, and cattle: do stable isotopes reflect dietary niche? Ecoscience 10:297-302.",1,"Oksanen et al., 2019",2,2,Y,Cervus,canadensis,NA,131250,2,2,1,1,1,0,0,0,0,0,0,0
128,Cervus_elaphus,Cetartiodactyla,Cervidae,131250,Reported,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",1,"Galbrun et al., ",2,2,Y,Cervus,elaphus,NA,131250,2,2,1,1,1,0,0,0,0,0,0,0
129,Cervus_nippon,Cetartiodactyla,Cervidae,53000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",2,2,Y,Cervus,nippon,NA,53000,2,2,1,0,1,1,0,0,0,0,0,0
130,Chiropotes_albinasus,Primates,Pitheciidae,2900,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chiropotes,albinasus,NA,2900,1,0,1,0,0,0,0,0,0,0,0,1
131,Chiropotes_chiropotes,Primates,Pitheciidae,3174,Assumed isometric based on head-body length,Fieldiana Zoology 27: 1-46 (1985),90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chiropotes,chiropotes,NA,3174,1,0,1,0,0,0,0,0,0,0,0,1
132,Chiropotes_satanas,Primates,Pitheciidae,3000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chiropotes,satanas,NA,3000,1,0,1,0,0,0,0,0,0,0,0,1
133,Chiropotes_utahickae,Primates,Pitheciidae,2784.7,Assumed isometric based on head-body length,Fieldiana Zoology 27: 1-46 (1985),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chiropotes,utahickae,NA,2784.7,1,0,1,0,0,0,0,0,0,0,0,1
134,Chlorocebus_aethiops,Primates,Cercopithecidae,3975,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",60,20,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chlorocebus,aethiops,NA,3975,1,0,1,0,0,0,0,0,0,0,0,1
135,Chlorocebus_cynosuros,Primates,Cercopithecidae,3975,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chlorocebus,cynosuros,NA,3975,1,0,1,0,0,0,0,0,0,0,0,1
136,Chlorocebus_djamdjamensis,Primates,Cercopithecidae,3975,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,,1,0,Y,Chlorocebus,djamdjamensis,NA,3975,1,0,1,1,0,0,0,0,0,0,0,0
137,Chlorocebus_pygerythrus,Primates,Cercopithecidae,3975,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",80,0,20,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,,1,0,Y,Chlorocebus,pygerythrus,NA,3975,1,0,1,0,0,0,0,0,0,0,0,1
138,Chlorocebus_sabaeus,Primates,Cercopithecidae,3975,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",60,20,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chlorocebus,sabaeus,NA,3975,1,0,1,0,0,0,0,0,0,0,0,1
139,Chlorocebus_tantalus,Primates,Cercopithecidae,4650,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Chlorocebus,tantalus,NA,4650,1,0,1,0,0,0,0,0,0,0,0,1
140,Choeropsis_liberiensis,Cetartiodactyla,Hippopotamidae,235001.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Choeropsis,liberiensis,Hexaprotodon_liberiensis,235001.2,1,0,1,0,1,1,0,0,0,1,0,0
141,Colobus_angolensis,Primates,Cercopithecidae,14462.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Colobus,angolensis,NA,14462.2,1,0,1,1,0,0,0,0,0,0,0,0
142,Colobus_guereza,Primates,Cercopithecidae,16498,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Colobus,guereza,NA,16498,1,0,1,1,0,0,0,0,0,0,0,0
143,Colobus_polykomos,Primates,Cercopithecidae,9089.6,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Colobus,polykomos,NA,9089.6,1,0,1,1,0,0,0,0,0,0,0,0
144,Colobus_satanas,Primates,Cercopithecidae,11993.8,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Colobus,satanas,NA,11993.8,1,0,1,1,0,0,0,0,0,0,0,0
145,Colobus_vellerosus,Primates,Cercopithecidae,11505.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Colobus,vellerosus,NA,11505.2,1,0,1,1,0,0,0,0,0,0,0,0
146,Connochaetes_gnou,Cetartiodactyla,Bovidae,179999,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Connochaetes,gnou,NA,179999,3,2,1,0,1,0,1,0,0,0,0,0
147,Connochaetes_taurinus,Cetartiodactyla,Bovidae,179999,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Connochaetes,taurinus,NA,179999,3,2,1,0,1,0,1,0,0,0,0,0
148,Dama_dama,Cetartiodactyla,Cervidae,56250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,2,Y,Dama,dama,NA,56250,1,2,1,1,1,0,0,0,0,0,0,0
149,Dama_mesopotamica,Cetartiodactyla,Cervidae,72500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1,"Oksanen et al., 2019",1,2,Y,Dama,mesopotamica,NA,72500,1,2,1,1,1,0,0,0,0,0,0,0
150,Damaliscus_lunatus,Cetartiodactyla,Bovidae,136000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Damaliscus,lunatus,NA,136000.3,3,2,1,0,1,0,1,0,0,0,0,0
151,Damaliscus_pygargus,Cetartiodactyla,Bovidae,102000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Damaliscus,pygargus,NA,102000,3,2,1,0,1,0,1,0,0,0,0,0
152,Daubentonia_madagascariensis,Primates,Daubentoniidae,2500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Daubentonia,madagascariensis,NA,2500,1,0,1,0,0,0,0,0,0,0,0,1
153,Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,1266667,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",2,1,Y,Dicerorhinus,sumatrensis,NA,1266667,2,1,1,1,1,0,0,0,0,0,2,0
154,Diceros_bicornis,Perissodactyla,Rhinocerotidae,1180510.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,1,Y,Diceros,bicornis,NA,1180510.9,2,1,1,1,1,0,0,0,0,0,2,0
155,Dorcatragus_megalotis,Cetartiodactyla,Bovidae,10249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",3,2,Y,Dorcatragus,megalotis,NA,10249.9,3,2,1,1,1,0,0,0,0,0,0,0
156,Elaphodus_cephalophus,Cetartiodactyla,Cervidae,33500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,2,Y,Elaphodus,cephalophus,NA,33500,1,2,1,1,1,0,0,0,0,0,0,0
157,Elaphurus_davidianus,Cetartiodactyla,Cervidae,149000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,2,Y,Elaphurus,davidianus,NA,149000,1,2,1,0,1,1,0,0,0,0,0,0
158,Elephas_maximus,Proboscidea,Elephantidae,3160000,Reported,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,0,Y,Elephas,maximus,NA,3160000,3,0,3,0,1,0,1,1,0,0,3,0
159,Equus_africanus,Perissodactyla,Equidae,275000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Oksanen et al., 2019",3,2,Y,Equus,africanus,NA,275000,3,2,1,0,1,0,1,1,0,0,0,0
160,Equus_ferus,Perissodactyla,Equidae,2.00E+05,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Oksanen et al., 2019",3,2,Y,Equus,ferus,NA,2.00E+05,3,2,1,0,1,0,1,1,0,0,0,0
161,Equus_grevyi,Perissodactyla,Equidae,350000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Equus,grevyi,NA,350000,3,2,1,0,1,0,1,1,0,0,0,0
162,Equus_hemionus,Perissodactyla,Equidae,2.00E+05,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Equus,hemionus,NA,2.00E+05,3,2,1,0,1,0,1,1,0,0,0,0
163,Equus_kiang,Perissodactyla,Equidae,250000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Equus,kiang,NA,250000,3,2,1,0,1,0,1,1,0,0,0,0
164,Equus_quagga,Perissodactyla,Equidae,175000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Equus,quagga,NA,175000,3,2,1,0,1,0,1,1,0,0,0,0
165,Equus_zebra,Perissodactyla,Equidae,240000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Equus,zebra,NA,240000,3,2,1,0,1,0,1,1,0,0,0,0
166,Erythrocebus_patas,Primates,Cercopithecidae,8090,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Erythrocebus,patas,NA,8090,1,0,1,0,0,0,0,0,0,0,0,1
167,Eudorcas_albonotata,Cetartiodactyla,Bovidae,25000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,Imputed,3,2,Y,Eudorcas,albonotata,NA,25000,3,2,1,1,1,0,0,0,0,0,0,0
168,Eudorcas_rufifrons,Cetartiodactyla,Bovidae,26999.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",3,2,Y,Eudorcas,rufifrons,NA,26999.8,3,2,1,1,1,0,0,0,0,0,0,0
169,Eudorcas_rufina,Cetartiodactyla,Bovidae,40000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,0,"Oksanen et al., 2019",3,2,Y,Eudorcas,rufina,NA,40000,3,2,1,0,1,0,0,0,1,0,0,0
170,Eudorcas_thomsonii,Cetartiodactyla,Bovidae,20499.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Eudorcas,thomsonii,NA,20499.8,3,2,1,0,1,0,0,0,1,0,0,0
171,Eulemur_albifrons,Primates,Lemuridae,2300,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,albifrons,NA,2300,1,0,1,1,1,0,0,0,0,0,2,0
172,Eulemur_cinereiceps,Primates,Lemuridae,1920,Reported,American Journal of Physical Anthropology 145: 55-66 (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Eulemur,cinereiceps,NA,1920,1,0,1,1,1,0,0,0,0,0,2,0
