,Binomial,Order,Family,Mass.g,Mass.Method,Mass.Source,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,AL,Source,HYP.x,LOP.x,Fully.coded,Genus,Species,Synonym,massg,HYP.y,LOP.y,FCT_HOD,FCT_AL,FCT_OL,FCT_SF,FCT_OT,FCT_CM,OO,ETH,LOPT,BUN
445,Sylvicapra_grimmia,Cetartiodactyla,Bovidae,19499.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Sylvicapra,grimmia,NA,19499.8,2,2,1,0,1,0,0,0,1,0,0,0
446,Symphalangus_syndactylus,Primates,Hylobatidae,10000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Symphalangus,syndactylus,NA,10000,1,0,1,0,0,0,0,0,0,0,0,1
447,Syncerus_caffer,Cetartiodactyla,Bovidae,580002.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Syncerus,caffer,NA,580002.7,3,2,1,0,1,1,0,0,0,0,0,0
448,Tapirus_bairdii,Perissodactyla,Tapiridae,299999.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",1,"Oksanen et al., 2019",1,0,Y,Tapirus,bairdii,NA,299999.1,1,0,1,1,0,0,0,0,0,0,2,0
449,Tapirus_indicus,Perissodactyla,Tapiridae,296250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Tapirus,indicus,NA,296250,1,0,1,1,0,0,0,0,0,0,2,0
450,Tapirus_pinchaque,Perissodactyla,Tapiridae,148949.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Tapirus,pinchaque,NA,148949.8,1,0,1,1,0,0,0,0,0,0,2,0
451,Tapirus_terrestris,Perissodactyla,Tapiridae,207500.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Tapirus,terrestris,NA,207500.9,1,0,1,1,0,0,0,0,0,0,2,0
452,Tayassu_pecari,Cetartiodactyla,Tayassuidae,32233.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Oksanen et al., 2019",1,0,Y,Tayassu,pecari,NA,32233.7,1,0,1,0,1,0,0,0,1,0,0,0
453,Tetracerus_quadricornis,Cetartiodactyla,Bovidae,19000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Tetracerus,quadricornis,NA,19000,3,2,1,0,1,1,0,0,0,0,0,0
454,Theropithecus_gelada,Primates,Cercopithecidae,17049.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Theropithecus,gelada,NA,17049.8,1,0,1,0,1,1,0,0,0,1,0,0
455,Trachypithecus_auratus,Primates,Cercopithecidae,7100,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,auratus,NA,7100,1,0,1,1,0,0,0,0,0,0,0,0
456,Trachypithecus_barbei,Primates,Cercopithecidae,7500,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Trachypithecus,barbei,NA,7500,1,0,1,0,0,0,0,0,0,0,0,1
457,Trachypithecus_cristatus,Primates,Cercopithecidae,5250,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,cristatus,NA,5250,1,0,1,1,0,0,0,0,0,0,0,0
458,Trachypithecus_delacouri,Primates,Cercopithecidae,8899.9,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Trachypithecus,delacouri,NA,8899.9,1,0,1,0,0,0,0,0,0,0,0,1
459,Trachypithecus_francoisi,Primates,Cercopithecidae,7325,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,francoisi,NA,7325,1,0,1,1,0,0,0,0,0,0,0,0
460,Trachypithecus_geei,Primates,Cercopithecidae,8350,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,geei,NA,8350,1,0,1,1,0,0,0,0,0,0,0,0
461,Trachypithecus_germaini,Primates,Cercopithecidae,7179,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Galbrun et al., ",1,0,Y,Trachypithecus,germaini,NA,7179,1,0,1,0,0,0,0,0,0,0,0,1
462,Trachypithecus_hatinhensis,Primates,Cercopithecidae,6323.1,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Trachypithecus,hatinhensis,NA,6323.1,1,0,1,0,0,0,0,0,0,0,0,1
463,Trachypithecus_johnii,Primates,Cercopithecidae,11921,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,johnii,NA,11921,1,0,1,1,0,0,0,0,0,0,0,0
464,Trachypithecus_laotum,Primates,Cercopithecidae,5848.6,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Trachypithecus,laotum,NA,5848.6,1,0,1,0,0,0,0,0,0,0,0,1
465,Trachypithecus_obscurus,Primates,Cercopithecidae,7000,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,obscurus,NA,7000,1,0,1,1,0,0,0,0,0,0,0,0
466,Trachypithecus_phayrei,Primates,Cercopithecidae,8400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,phayrei,NA,8400,1,0,1,1,0,0,0,0,0,0,0,0
467,Trachypithecus_pileatus,Primates,Cercopithecidae,11450,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,pileatus,NA,11450,1,0,1,1,0,0,0,0,0,0,0,0
468,Trachypithecus_poliocephalus,Primates,Cercopithecidae,7750,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Oksanen et al., 2019",1,0,Y,Trachypithecus,poliocephalus,NA,7750,1,0,1,0,0,0,0,0,0,0,0,1
469,Trachypithecus_shortridgei,Primates,Cercopithecidae,28500,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Trachypithecus,shortridgei,NA,28500,1,0,1,0,0,0,0,0,0,0,0,1
470,Trachypithecus_vetulus,Primates,Cercopithecidae,8830,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Trachypithecus,vetulus,NA,8830,1,0,1,1,0,0,0,0,0,0,0,0
471,Tragelaphus_angasii,Cetartiodactyla,Bovidae,86600.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Tragelaphus,angasii,NA,86600.4,2,2,1,0,1,0,0,0,1,0,0,0
472,Tragelaphus_buxtoni,Cetartiodactyla,Bovidae,215000.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Tragelaphus,buxtoni,NA,215000.8,1,2,1,1,1,0,0,0,0,0,0,0
473,Tragelaphus_derbianus,Cetartiodactyla,Bovidae,680000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Tragelaphus,derbianus,Taurotragus_derbianus,680000,3,2,1,0,1,0,0,0,1,0,0,0
474,Tragelaphus_eurycerus,Cetartiodactyla,Bovidae,329003.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,2,Y,Tragelaphus,eurycerus,NA,329003.1,2,2,1,1,1,0,0,0,0,0,0,0
475,Tragelaphus_imberbis,Cetartiodactyla,Bovidae,81575.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Tragelaphus,imberbis,NA,81575.5,2,2,1,0,1,0,0,0,1,0,0,0
476,Tragelaphus_oryx,Cetartiodactyla,Bovidae,569993.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Tragelaphus,oryx,Taurotragus_oryx,569993.6,3,2,1,0,1,0,0,0,1,0,0,0
477,Tragelaphus_scriptus,Cetartiodactyla,Bovidae,43250.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,2,Y,Tragelaphus,scriptus,NA,43250.4,2,2,1,1,1,0,0,0,0,0,0,0
478,Tragelaphus_spekii,Cetartiodactyla,Bovidae,77999.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Tragelaphus,spekii,NA,77999.2,2,2,1,0,1,0,0,0,1,0,0,0
479,Tragelaphus_strepsiceros,Cetartiodactyla,Bovidae,213501,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,2,Y,Tragelaphus,strepsiceros,NA,213501,2,2,1,1,1,0,0,0,0,0,0,0
480,Tragulus_javanicus,Cetartiodactyla,Tragulidae,2775,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,2,Y,Tragulus,javanicus,NA,2775,1,2,1,1,1,0,0,0,0,0,0,0
481,Tragulus_kanchil,Cetartiodactyla,Tragulidae,2000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,2,Y,Tragulus,kanchil,NA,2000,1,2,1,1,1,0,0,0,0,0,0,0
482,Tragulus_napu,Cetartiodactyla,Tragulidae,4000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,2,Y,Tragulus,napu,NA,4000,1,2,1,1,1,0,0,0,0,0,0,0
483,Tragulus_nigricans,Cetartiodactyla,Tragulidae,2473.8,Assumed isometric based on skull size,Zoological Journal of the Linnean Society 140: 63-102 (2004),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Galbrun et al., ",1,2,Y,Tragulus,nigricans,NA,2473.8,1,2,1,1,1,0,0,0,0,0,0,0
484,Tragulus_versicolor,Cetartiodactyla,Tragulidae,1700,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",99,0,1,Imputed 000 Species,PHYLACINE 1.2.1,0,"Galbrun et al., ",1,2,Y,Tragulus,versicolor,NA,1700,1,2,1,1,1,0,0,0,0,0,0,0
485,Tragulus_williamsoni,Cetartiodactyla,Tragulidae,1935.5,Assumed isometric based on skull size,Zoological Journal of the Linnean Society 140: 63-102 (2004),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,Imputed,1,2,Y,Tragulus,williamsoni,NA,1935.5,1,2,1,1,1,0,0,0,0,0,0,0
486,Varecia_rubra,Primates,Lemuridae,3450,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Varecia,rubra,NA,3450,1,0,1,1,1,0,0,0,0,0,2,0
487,Varecia_variegata,Primates,Lemuridae,3350,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Varecia,variegata,NA,3350,1,0,1,1,1,0,0,0,0,0,2,0
488,Vicugna_vicugna,Cetartiodactyla,Camelidae,47499.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Vicugna,vicugna,NA,47499.6,3,2,1,0,1,0,0,0,1,0,0,0
